id,date,type,feature_type,feature_subtype,description,lat,lon
734,2022-02-23T23:17:31Z,amenity,sidewalk,NA,"With the amount of development that has gone in and knowing there is another proposal coming up, this street is in desperate need for a sidewalk for the numerous kids, families, dog walkers and mobility that use this street and its feeder street of Mill Hill Rd. It's incredibly dangerous at all times, but especially at night with all the cars parked on the city frontage and the only place people can walk, so sometimes you have to walk into traffic to get by a car. Thank you! ",48.45676443282847,-123.48921545114062
735,2022-02-23T23:17:31Z,amenity,sidewalk,NA,"With the amount of development that has gone in and knowing there is another proposal coming up, this street is in desperate need for a sidewalk for the numerous kids, families, dog walkers and mobility that use this street and its feeder street of Selwyn. It's incredibly dangerous especially as cars like to fly down the street with disregard for the kids in the area. This is also where many kids take the school bus, some not protected from the oncoming traffic. Thank you! ",48.457963175073274,-123.48563549461232
736,2022-02-24T00:39:36Z,amenity,sidewalk,NA,Increased traffic in area makes on road hazardous,48.4502382189087,-123.49049579445999
737,2022-02-24T00:52:53Z,amenity,sidewalk,NA,Side walk on Blenkensop from Mckenzie to Mt Douglas cross rd,48.4742531132986,-123.35177235732084
738,2022-02-18T01:32:00Z,incident,hit by,animal,"Two women with five dogs all on leash. I was slowly biking by trying not to spook any of the animals when one of the pitbulls lunged and bit into my thigh. Leaving me with a pretty decent bite, bloody and bruised. Able to bike home, but fairly scary. Had to get a tetanus shot and antibiotics the next day. I'm a 6'5 man, could have been life threatening to a child or small person.",48.46683907998425,-123.47889088874477
739,2022-02-24T03:47:19Z,hazard-concern,crossing issue,drivers don't stop or yield to pedestrians,Most vehicles do not stop for pedestrians at this crosswalk due to excessive speed when driving up and down Cedar Hill Rd. ,48.450487463271415,-123.34165495610893
740,2022-02-24T16:46:59Z,amenity,sidewalk,NA,Sidewalk would make it safer for pedestrians,48.44020298394222,-123.42150392922711
741,2013-02-24T16:00:00Z,amenity,sidewalk,NA,The lack of sidewalk makes this narrow two lane road dangerous for pedestrians.,48.44114812336536,-123.42600050846755
742,2020-02-24T16:50:00Z,amenity,sidewalk,NA,Sidewalk would be safer for pedestrians,48.44053624170555,-123.42348939718897
743,2022-02-24T16:50:53Z,hazard-concern,side walk infrastructure issue,obstruction - inadequate or lack of safe detour for pedestrians,Vehicle often parked closed to the corner of this narrow two lane road - no room for pedestrians.,48.44086229975045,-123.42633053961222
744,2022-02-24T17:15:39Z,amenity,sidewalk,NA,Needs a proper sidewalk on cider hill,48.484783760959644,-123.33954874598163
745,2021-12-06T20:00:00Z,hazard-concern,crossing issue,poor visibility of pedestrians,Trail enters roadway at sharp corner with very limited visibility (poor design).  Most pedestrians ignore croswalk and cut across corner increasing the likelihood of a serious incident.,48.44444819493481,-123.52748862711302
746,2022-02-24T19:50:19Z,amenity,sidewalk,NA,"no sidewalks for numerous blocks along Carey Road - haven't had sidewalks along this stretch for 40 years. Carey along this section is a windy road with vehicles going over the speed limit. There is a white line painted on the right hand side of the road that is supposed to mark the sidewalk. Many, many times the vehicles travel over the line as they speed by. There are sidewalks before this section of road & after this section.",48.47021096970003,-123.39635454719914
747,2022-02-24T21:21:49Z,hazard-concern,safety/comfort concern,other,Parking on the street on a corner makes it dangerous for pedestrians as there is no sidewalk and it is a tight corner.  Vehicles parked there force walkers into the traffic lane and it is on a tight corner.,48.417760459952916,-123.49804887751506
748,2022-02-25T07:48:04Z,incident,near miss,vehicle turning right,"I was nearly hit by a vehicle making a right turn from Fort onto Cook. This is a really common experience at this crossing. People making a right turn here are so fixated on southbound Cook Street traffic, waiting for an opening to make their turn, that they do not notice the light change and crossing pedestrians. They will start driving without noticing that there are people directly in front of them.",48.42337761464484,-123.35405720927518
749,2022-02-25T07:48:04Z,hazard-concern,side walk infrastructure issue,obstruction - inadequate or lack of safe detour for pedestrians,The sidewalk is frequently closed at this location due to construction and pedestrians are routed into the road. Vehicle speeds along this stretch of Fort are fast. It is really uncomfortable having to walk within feet of high speed traffic.,48.42290462068568,-123.34959309397097
750,2022-02-24T22:01:03Z,hazard-concern,safety/comfort concern,vehicles - speed makes uncomfortable,Cars coming down Langvista Hill do not come to a full stop at the stop sign before poking out onto Mill Hill to check for oncoming traffic. There is a large hedge that impedes vision and drivers come down the hill too fast. Pedestrians crossing the road are in danger of being hit.,48.45812554568216,-123.48556001134929
751,2022-02-24T22:28:31Z,amenity,sidewalk,NA,"Missing a sidewalk on a busy part of Blenkensop road, on a route to school. Bus stop is just at the side of the road. ",48.46847141025567,-123.35007069119915
